,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,corrected_lons,long_rad,lat_rad,ocean_depth
350,1988-07-23T15:17:08.180Z,-6.526,152.779,16.6,7.0,mw,,,,0.9,us,usp0003j4t,2022-04-28T20:42:24.863Z,"247 km SSE of Kokopo, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,152.779,2.6664965779044167,-0.11390018698514995,4483.2265625
351,1988-04-12T23:19:55.570Z,-17.192,-72.305,33.1,7.1,mw,,,,1.2,us,usp0003ezg,2022-04-28T20:48:57.908Z,"30 km SW of Islay (Matarani), Peru",earthquake,,,,,reviewed,us,hrv,287.695,5.021224991525086,-0.30005700500286514,1137.6829833984375
352,1988-03-06T22:35:38.140Z,56.953,-143.032,10.0,7.8,mw,,,,,us,usp0003dnb,2022-04-28T20:51:18.629Z,Gulf of Alaska,earthquake,,,,,reviewed,ags,hrv,216.968,3.7868059714670563,0.9940173688883306,3656.64599609375
354,1987-11-30T19:23:19.590Z,58.679,-142.786,10.0,7.9,mw,,,,,us,usp0003aq8,2022-04-27T21:31:15.684Z,"200 km WSW of Yakutat, Alaska",earthquake,,,,,reviewed,spe,hrv,217.214,3.791099481426963,1.0241417517777527,3439.79345703125
355,1987-10-16T20:48:01.640Z,-6.266,149.06,47.8,7.4,mw,,,,1.2,us,usp00039av,2022-04-27T21:32:51.140Z,"54 km W of Kandrian, Papua New Guinea",earthquake,,,,,reviewed,us,hrv,149.06,2.6015877830227474,-0.1093623309299647,2392.709228515625
356,1987-10-12T13:57:04.790Z,-7.288,154.371,24.7,7.0,mw,,,,1.1,us,usp000396s,2022-04-27T21:32:11.350Z,"163 km SW of Panguna, Papua New Guinea",earthquake,,4.8,,,reviewed,us,hrv,154.371,2.6942822195961664,-0.12719959588534674,4610.7275390625
357,1987-10-06T04:19:06.080Z,-17.94,-172.225,16.0,7.3,mw,,,,1.0,us,usp000390n,2022-04-27T21:31:45.355Z,"201 km ENE of Neiafu, Tonga",earthquake,,,,,reviewed,us,nc,187.775,3.2772920029323522,-0.3131120678077827,6656.37548828125
359,1987-06-17T01:32:53.720Z,-5.577,130.791,67.3,7.1,mw,,,,1.1,us,usp00035ur,2022-04-27T21:43:19.792Z,"217 km W of Tual, Indonesia",earthquake,,,,,reviewed,us,hrv,130.791,2.2827335819759034,-0.09733701238372375,6778.90185546875
362,1986-10-30T01:28:54.590Z,-21.702,-176.616,188.1,7.2,mw,,,,0.9,us,usp0002zgu,2022-04-27T22:04:25.831Z,"157 km WSW of Haveluloto, Tonga",earthquake,,,,,reviewed,us,hrv,183.384,3.200654595477281,-0.3787713542678094,2135.42529296875
363,1986-08-14T19:39:13.670Z,1.795,126.519,33.0,7.5,mw,,,,1.4,us,usp0002x57,2022-04-27T22:07:11.244Z,"146 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,hrv,126.519,2.208173116330706,0.031328660073298216,1948.0096435546875
365,1986-06-16T10:48:25.780Z,-22.037,-178.925,547.0,7.1,mw,,,,1.1,us,usp0002v3n,2022-04-27T22:13:30.802Z,south of the Fiji Islands,earthquake,,,,,reviewed,us,nc,181.075,3.160354943048732,-0.38461820726199036,1026.634033203125
366,1986-05-26T19:06:15.990Z,-20.19,178.86,538.3,7.1,mw,,,,0.9,us,usp0002uf4,2022-04-27T22:17:51.771Z,"230 km S of Suva, Fiji",earthquake,,,,,reviewed,us,hrv,178.86,3.121695900117058,-0.35238197597765514,3331.76953125
367,1986-05-07T22:47:10.870Z,51.52,-174.776,33.0,8.0,mw,,,,1.1,us,usp0002tmu,2022-04-27T22:16:16.304Z,"85 km SSW of Atka, Alaska",earthquake,,,,,reviewed,us,hrv,185.224,3.232768653713977,0.8991936306274787,4396.4697265625
369,1986-01-15T20:17:42.710Z,-21.277,170.102,150.0,7.1,mw,,,,1.2,us,usp0002q31,2022-05-09T14:44:44.784Z,"210 km SSE of Isangel, Vanuatu",earthquake,,,,,reviewed,us,hrv,170.102,2.9688399642273944,-0.3713537049468335,2008.0689697265625
370,1985-12-21T01:13:22.410Z,-13.966,166.516,43.0,7.1,mw,,,,1.2,us,usp0002p4n,2022-04-27T22:29:22.898Z,"112 km W of Sola, Vanuatu",earthquake,,,,,reviewed,us,hrv,166.516,2.906252457250878,-0.24375268333352804,3821.005615234375
371,1985-11-28T03:49:54.150Z,-13.987,166.185,33.0,7.0,mw,,,,1.1,us,usp0002nae,2022-04-27T22:32:31.898Z,"148 km W of Sola, Vanuatu",earthquake,,,,,reviewed,us,nc,166.185,2.9004754174267764,-0.24411920247644686,3571.89306640625
372,1985-11-28T02:25:42.340Z,-14.043,166.24,33.0,7.0,mw,,,,1.0,us,usp0002na9,2022-04-27T22:32:23.243Z,"142 km NW of Port-Olry, Vanuatu",earthquake,,,,,reviewed,us,hrv,166.24,2.901435348515373,-0.24509658685756366,4124.8076171875
378,1985-04-13T03:00:06.780Z,1.622,126.411,50.7,7.0,mw,,,,1.2,us,usp0002drr,2022-04-27T22:49:01.704Z,"142 km NW of Ternate, Indonesia",earthquake,,,,,reviewed,us,nc,126.411,2.206288160738552,0.028309240467348024,1948.0096435546875
379,1984-11-20T08:15:16.230Z,5.167,125.124,202.2,7.5,mw,,,,1.3,us,usp000297p,2022-04-27T23:08:14.899Z,"45 km SW of Sarangani, Philippines",earthquake,,2.6,,,reviewed,us,hrv,125.124,2.1838257732653847,0.09018116245054701,4765.07421875
380,1984-11-15T02:46:19.880Z,-22.022,170.95,104.7,7.1,mw,,,,1.0,us,usp000292p,2022-04-27T23:07:24.922Z,southeast of the Loyalty Islands,earthquake,,,,,reviewed,us,nc,170.95,2.9836403562843063,-0.38435640787419123,2377.67236328125
381,1984-10-15T10:21:07.500Z,-15.86,-173.643,128.4,7.2,mw,,,,1.2,us,usp000286c,2022-04-27T23:10:45.129Z,"19 km ENE of Hihifo, Tonga",earthquake,,,,,reviewed,us,nc,186.357,3.2525432341390728,-0.27680921936630065,1141.269775390625
382,1984-08-06T12:01:52.400Z,-0.086,122.517,242.3,7.4,mw,,,,1.2,us,usp000268f,2022-04-27T23:13:56.807Z,"91 km SW of Gorontalo, Indonesia",earthquake,,,,,reviewed,us,hrv,122.517,2.138325039665893,-0.001500983156715123,1070.1783447265625
384,1984-03-24T09:44:02.600Z,44.117,148.192,44.4,7.2,mw,,,,1.2,us,usp00022y2,2022-04-27T23:31:42.532Z,"123 km ENE of Shikotan, Russia",earthquake,,,,,reviewed,us,hrv,148.192,2.586438325115437,0.7699869061023382,2197.336669921875
385,1984-03-06T02:17:21.260Z,29.384,138.935,457.4,7.4,mw,,,,1.0,us,usp00022fa,2022-04-27T23:28:52.551Z,"Izu Islands, Japan region",earthquake,,,,,reviewed,us,hrv,138.935,2.424873196258322,0.5128475474060138,2690.971923828125
388,1984-01-01T09:03:38.850Z,33.683,136.894,368.1,7.2,mw,,,,1.2,us,usp00020z7,2022-04-27T23:37:08.062Z,"77 km ESE of Owase, Japan",earthquake,,0.9,,,reviewed,us,nc,136.894,2.3892510262251174,0.5878792519492501,1771.763916015625
390,1983-11-24T05:30:34.230Z,-7.481,128.168,178.5,7.3,mw,,,,1.2,us,usp000200r,2022-04-27T23:45:57.945Z,"172 km NE of Lospalos, Timor Leste",earthquake,,2.2,,,reviewed,us,nc,128.168,2.2369535956960926,-0.13056808134169579,2867.244140625
392,1983-05-26T02:59:59.600Z,40.462,139.102,23.7,7.4,mw,,,,1.1,us,usp0001vmy,2022-04-28T00:02:47.923Z,"83 km WNW of Noshiro, Japan",earthquake,,1.7,,,reviewed,us,nc,139.102,2.427787896109152,0.7061951219419457,2520.11376953125
395,1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6,ms,,,,1.3,us,usp0001tr1,2022-04-28T00:10:18.946Z,"157 km ESE of Kokopo, Papua New Guinea",earthquake,,3.0,,9.0,reviewed,us,us,153.581,2.680494118505411,-0.0852244273748831,3893.05322265625
396,1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7.0,mw,,,,1.4,us,usp0001nvd,2022-04-28T00:28:49.587Z,"207 km S of Lata, Solomon Islands",earthquake,,9.4,,,reviewed,us,nc,165.931,2.896042281126711,-0.2198591258737257,6189.20703125
397,1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1,mw,,,,1.0,us,usp0001nkk,2022-04-28T00:33:06.859Z,"93 km ENE of Hasaki, Japan",earthquake,,3.4,,,reviewed,us,nc,141.702,2.4731664566610045,0.6317044694668277,1631.048583984375
398,1982-07-04T01:20:06.800Z,27.929,136.967,536.0,7.1,mw,,,,1.0,us,usp0001n8w,2022-04-28T00:31:11.252Z,"west of the Bonin Islands, Japan",earthquake,,,,,reviewed,us,nc,136.967,2.3905251165790737,0.4874530067894963,4566.29052734375
403,1981-09-01T09:29:31.540Z,-14.96,-173.085,25.0,7.7,ms,,,,1.2,us,usp0001fkx,2022-04-28T00:52:27.144Z,"133 km NE of Hihifo, Tonga",earthquake,,,,13.0,reviewed,us,us,186.915,3.2622821713652006,-0.2611012560983517,4538.12646484375
404,1981-07-15T07:59:08.470Z,-17.26,167.601,30.0,7.0,ms,,,,1.0,us,usp0001eq4,2022-04-28T01:00:09.104Z,"92 km NW of Port-Vila, Vanuatu",earthquake,,,,18.0,reviewed,us,us,167.601,2.925189279635016,-0.3012438288942213,3911.9580078125
405,1981-07-06T03:08:24.180Z,-22.293,171.742,33.0,7.0,ms,,,,0.9,us,usp0001ej2,2022-04-28T00:59:38.701Z,southeast of the Loyalty Islands,earthquake,,,,14.0,reviewed,us,us,171.742,2.9974633639601014,-0.38908625014709586,1899.6865234375
406,1981-01-30T08:52:44.100Z,51.744,176.274,33.0,7.0,ms,,,,,us,usp0001byq,2022-04-28T01:16:05.328Z,"243 km ESE of Attu Station, Alaska",earthquake,,,,,reviewed,us,us,176.274,3.0765616856604843,0.9031031681519459,1206.2728271484375
408,1980-10-25T11:00:05.100Z,-21.89,169.853,33.0,7.2,ms,,,,,us,usp0001aez,2022-04-28T01:25:30.987Z,"207 km E of Tadine, New Caledonia",earthquake,,,,,reviewed,us,us,169.853,2.964494094389929,-0.3820525732615587,3233.374755859375
409,1980-07-17T19:42:23.200Z,-12.525,165.916,33.0,7.9,ms,,,,,us,usp00018y0,2022-04-28T01:33:04.950Z,"199 km S of Lata, Solomon Islands",earthquake,,,,,reviewed,us,us,165.916,2.8957804817389117,-0.21860248881228977,6189.20703125
410,1980-07-08T23:19:19.800Z,-12.41,166.381,33.0,7.5,ms,,,,,us,usp00018r3,2022-04-28T01:31:52.392Z,"196 km SSE of Lata, Solomon Islands",earthquake,,,,,reviewed,us,us,166.381,2.9038962627606857,-0.2165953601724963,4125.06884765625
413,1979-10-23T09:51:06.700Z,-10.615,161.284,22.0,7.1,ms,,,,,us,usp00013nn,2022-04-27T14:53:11.543Z,"71 km WSW of Kirakira, Solomon Islands",earthquake,,,,,reviewed,us,us,161.284,2.814936830786534,-0.18526670009919807,1131.8258056640625
418,1978-11-05T22:02:07.100Z,-11.132,162.136,33.0,7.1,ms,,,,,us,usp0000x9z,2022-04-27T15:21:20.917Z,"78 km SSE of Kirakira, Solomon Islands",earthquake,,,,,reviewed,us,us,162.136,2.829807036013526,-0.19429005233200874,2040.608154296875
420,1978-06-17T15:11:33.500Z,-17.098,-172.264,33.0,7.0,ms,,,,,us,usp0000v3r,2022-04-27T15:37:27.715Z,"206 km SE of Hihifo, Tonga",earthquake,,,,,reviewed,us,us,187.736,3.276611324524074,-0.2984163955059904,6658.67626953125
422,1978-03-24T19:47:50.700Z,44.244,148.862,33.0,7.6,ms,,,,,us,usp0000tmy,2022-04-27T15:52:09.988Z,"134 km SE of Kuril’sk, Russia",earthquake,,,,,reviewed,us,us,148.862,2.5981320311037988,0.7722034742523711,3916.35888671875
424,1977-07-29T11:15:45.300Z,-8.031,155.538,33.0,7.2,ms,,,,,us,usp0000px4,2022-04-27T16:20:38.574Z,"143 km W of Gizo, Solomon Islands",earthquake,,,,,reviewed,us,us,155.538,2.7146502119669402,-0.1401673922276646,3646.320068359375
425,1977-04-21T04:24:09.600Z,-9.965,160.731,33.0,7.5,ms,,,,,us,usp0000nh4,2022-04-27T16:30:14.307Z,"103 km SE of Honiara, Solomon Islands",earthquake,,,,,reviewed,us,us,160.731,2.805285160023006,-0.17392205996123491,2429.15283203125
428,1977-04-02T07:15:22.700Z,-16.696,-172.095,33.0,7.6,ms,,,,,us,usp0000n82,2022-04-27T16:28:06.416Z,"199 km ESE of Hihifo, Tonga",earthquake,,,,,reviewed,us,us,187.905,3.279560930959945,-0.2914001719129733,7132.01513671875
430,1976-08-16T16:11:07.300Z,6.262,124.023,33.0,7.9,ms,,,,,us,usp0000hvb,2022-04-27T16:55:09.602Z,"19 km WNW of Palimbang, Philippines",earthquake,,,,,reviewed,us,us,124.023,2.1646096982009273,0.10929251775988491,3298.712890625
431,1976-07-11T20:41:47.500Z,7.409,-78.127,3.0,7.0,ms,,,,,us,usp0000h9g,2022-04-27T16:57:05.924Z,"12 km SSE of Jaqué, Panama",earthquake,,,,,reviewed,us,us,281.873,4.919611922473976,0.12931144428025987,1235.714599609375
435,1975-12-26T15:56:38.700Z,-16.264,-172.467,33.0,7.8,ms,,,,,us,usp0000e2t,2022-04-27T17:25:56.402Z,"146 km ESE of Hihifo, Tonga",earthquake,,,,,reviewed,us,us,187.533,3.273068306142526,-0.28386034954435774,5625.10791015625
436,1975-11-29T14:47:40.100Z,19.333,-155.0015,8.636,7.7,mw,31.0,205.0,,0.09,hv,hv19755025,2022-04-27T17:29:04.164Z,"17 km SSW of Leilani Estates, Hawaii",earthquake,1.03,0.51,,0.0,reviewed,hv,hv,204.9985,3.5778987866495955,0.3374245042880637,1423.7137451171875
437,1975-10-31T08:28:02.600Z,12.54,125.993,50.0,7.2,ms,,,,,us,usp0000dc1,2022-04-27T17:31:41.196Z,"66 km ENE of Alugan, Philippines",earthquake,,,,,reviewed,us,us,125.993,2.1989926844652152,0.21886428820008888,6621.38916015625
438,1975-10-06T22:24:16.200Z,-12.519,166.499,54.0,7.0,ms,,,,,us,usp0000d2p,2022-04-27T17:29:38.123Z,"188 km NW of Sola, Vanuatu",earthquake,,,,,reviewed,us,us,166.499,2.9059557512780385,-0.21849776905717014,4125.06884765625
439,1975-07-20T19:54:27.700Z,-7.104,155.152,44.0,7.7,ms,,,,,us,usp0000c2s,2022-04-27T17:38:20.414Z,"94 km SSW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,us,155.152,2.707913241054242,-0.12398819006167718,1892.788818359375
441,1975-06-10T13:47:14.500Z,43.024,147.734,15.0,7.0,ms,,,,,us,usp0000bdp,2022-04-27T17:41:28.778Z,"118 km SE of Shikotan, Russia",earthquake,,,,,reviewed,us,us,147.734,2.578444717141303,0.7509104573780404,3627.9765625
443,1975-02-02T08:43:39.100Z,53.113,173.497,10.0,7.6,ms,,,,,us,usp00009ry,2022-04-27T17:52:16.370Z,"36 km NE of Attu Station, Alaska",earthquake,,,,,reviewed,us,us,173.497,3.028093892332602,0.9269967256117482,3061.36083984375
444,1974-11-09T12:59:49.800Z,-12.5,-77.786,6.0,7.2,ms,,,,,us,usp00008qy,2022-04-27T18:01:22.924Z,"87 km SW of Callao, Peru",earthquake,,,,,reviewed,us,us,282.214,4.925563495223277,-0.2181661564992912,1538.7435302734375
445,1974-10-23T06:14:54.000Z,-8.42,154.034,48.0,7.2,ms,,,,,us,usp00008hm,2022-04-27T18:06:01.669Z,"282 km SW of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,us,154.034,2.6884004600169455,-0.14695672301792254,3822.585693359375
446,1974-10-03T14:21:29.100Z,-12.265,-77.795,13.0,7.6,ms,,,,,us,usp0000888,2022-04-27T18:03:32.760Z,"77 km WSW of Callao, Peru",earthquake,,,,,reviewed,us,us,282.205,4.925406415590597,-0.21406463275710452,1538.7435302734375
448,1974-02-01T03:12:33.100Z,-7.383,155.575,40.0,7.1,ms,,,,,us,usp000053r,2022-04-27T18:27:48.912Z,"118 km S of Panguna, Papua New Guinea",earthquake,,,,,reviewed,us,us,155.575,2.715295983790178,-0.12885765867474136,2302.265380859375
449,1974-01-31T23:30:05.300Z,-7.461,155.894,34.0,7.0,ms,,,,,us,usp000053h,2022-04-27T18:32:34.437Z,"126 km NW of Gizo, Solomon Islands",earthquake,,,,,reviewed,us,us,155.894,2.7208635841040403,-0.13021901549129694,1173.0703125
450,1974-01-10T08:51:13.300Z,-14.434,166.863,34.0,7.2,ms,,,,,us,usp00004vu,2022-04-27T18:31:19.283Z,"70 km NNW of Port-Olry, Vanuatu",earthquake,,,,,reviewed,us,us,166.863,2.912308749755298,-0.2519208242328615,2078.228515625
452,1973-12-28T13:41:45.800Z,-14.464,166.601,26.0,7.5,ms,,,,,us,usp00004p9,2022-04-27T18:34:08.158Z,"81 km NW of Port-Olry, Vanuatu",earthquake,,,,,reviewed,us,us,166.601,2.907735987115073,-0.2524444230084598,1658.3743896484375
458,1972-12-04T10:16:12.680Z,33.362,140.827,55.0,7.4,mw,,,,,iscgem,iscgem765618,2022-04-26T20:31:41.378Z,"200 km SSE of Tateyama, Japan",earthquake,,4.6,0.3,,reviewed,iscgem,iscgem,140.827,2.457894825706054,0.5822767450503482,1285.340087890625
459,1972-12-02T00:19:52.560Z,6.405,126.64,60.0,8.0,mw,,,,,iscgem,iscgem765501,2022-04-26T20:31:10.009Z,"51 km E of Pondaguitan, Philippines",earthquake,,4.8,0.3,,reviewed,iscgem,iscgem,126.64,2.210284964725619,0.1117883385902368,1606.64892578125
460,1972-11-02T19:55:22.110Z,-20.122,168.949,20.0,7.0,mw,,,,,iscgem,iscgem766936,2022-04-26T20:33:55.904Z,"Loyalty Islands, New Caledonia",earthquake,,12.3,0.3,,reviewed,iscgem,iscgem,168.949,2.9487163179518996,-0.351195152086299,3425.45703125
461,1972-08-17T23:44:09.360Z,-6.05,152.932,20.0,7.5,mw,,,,,iscgem,iscgem770672,2022-04-26T20:45:25.140Z,"202 km SSE of Kokopo, Papua New Guinea",earthquake,,7.9,0.3,,reviewed,iscgem,iscgem,152.932,2.669166931659968,-0.10559241974565695,5385.93310546875
463,1972-06-11T16:41:04.650Z,3.752,124.221,330.8,7.72,mw,,,,,iscgem,iscgem772416,2022-04-26T20:48:29.750Z,"228 km SW of Sarangani, Philippines",earthquake,,5.4,0.1,,reviewed,iscgem,iscgem,124.221,2.168065450119876,0.06548475353482723,4703.3642578125
464,1972-05-22T20:45:57.760Z,-17.76,-175.066,222.1,7.06,mw,,,,,iscgem,iscgem773729,2022-04-26T20:51:25.213Z,"151 km NW of Neiafu, Tonga",earthquake,,6.0,0.1,,reviewed,iscgem,iscgem,184.934,3.227707198883193,-0.30997047515419296,2342.51904296875
465,1972-04-28T23:32:11.450Z,-5.154,154.191,409.9,7.2,mw,,,,,iscgem,iscgem774887,2022-04-26T20:53:31.918Z,"192 km NW of Panguna, Papua New Guinea",earthquake,,6.2,0.1,,reviewed,iscgem,iscgem,154.191,2.691140626942577,-0.08995426964778773,2745.346435546875
466,1972-02-29T09:23:01.950Z,33.453,140.929,59.8,7.16,mw,,,,,iscgem,iscgem776553,2022-04-26T20:56:48.965Z,"195 km SSE of Tateyama, Japan",earthquake,,5.1,0.48,,reviewed,iscgem,iscgem,140.929,2.4596750615430887,0.5838649946696631,3693.81396484375
467,1972-02-14T23:29:53.170Z,-11.481,166.339,101.8,7.4,mw,,,,,iscgem,iscgem776200,2022-04-26T20:55:59.400Z,"102 km SE of Lata, Solomon Islands",earthquake,,5.2,0.4,,reviewed,iscgem,iscgem,166.339,2.9031632244748473,-0.20038125142146895,1675.8812255859375
468,1972-01-23T21:17:54.540Z,-13.248,166.407,35.0,7.05,mw,,,,,iscgem,iscgem777164,2022-04-26T20:57:52.904Z,"142 km WNW of Sola, Vanuatu",earthquake,,17.8,0.35,,reviewed,iscgem,iscgem,166.407,2.904350048366204,-0.23122121930420875,4926.30078125
471,1971-11-21T05:57:12.850Z,-11.857,166.557,113.1,7.1,mw,,,,,iscgem,iscgem778697,2022-04-26T21:01:29.237Z,"150 km SSE of Lata, Solomon Islands",earthquake,,5.3,0.3,,reviewed,iscgem,iscgem,166.557,2.9069680422441952,-0.20694368940896765,1638.0830078125
473,1971-08-02T07:24:58.820Z,41.415,143.416,54.8,7.12,mw,,,,,iscgem,iscgem780829,2022-04-26T21:07:37.266Z,"134 km SE of Shizunai-furukawach?, Japan",earthquake,,5.0,0.36,,reviewed,iscgem,iscgem,143.416,2.5030814000401875,0.7228281097134516,2012.832275390625
475,1971-07-26T01:23:22.790Z,-4.817,153.172,40.0,8.1,mw,,,,,iscgem,iscgem782684,2022-04-26T21:12:33.159Z,"113 km ESE of Kokopo, Papua New Guinea",earthquake,,6.3,0.3,,reviewed,iscgem,iscgem,153.172,2.6733557218647546,-0.08407251006856685,3174.659912109375
476,1971-07-19T00:14:46.840Z,-5.754,153.868,35.0,7.05,mw,,,,,iscgem,iscgem782440,2022-04-26T21:11:36.584Z,"189 km WNW of Panguna, Papua New Guinea",earthquake,,5.1,0.41,,reviewed,iscgem,iscgem,153.868,2.685503213458635,-0.10042624515975371,2947.78369140625
477,1971-07-14T06:11:30.570Z,-5.524,153.85,40.0,8.0,mw,,,,,iscgem,iscgem782181,2022-04-26T21:10:32.496Z,"201 km WNW of Panguna, Papua New Guinea",earthquake,,46.8,0.3,,reviewed,iscgem,iscgem,153.85,2.685189054193276,-0.09641198788016676,2947.78369140625
483,1970-06-24T13:09:13.290Z,51.692,-131.055,18.3,7.37,mw,,,,,iscgem,iscgem794827,2022-04-26T21:38:14.316Z,"296 km S of Prince Rupert, Canada",earthquake,,7.4,0.27,,reviewed,iscgem,iscgem,228.945,3.9958440559784174,0.9021955969409089,1228.3428955078125
485,1970-05-27T12:05:07.570Z,27.236,140.23,390.0,7.12,mw,,,,,iscgem,iscgem796043,2022-04-26T21:40:45.620Z,"Bonin Islands, Japan region",earthquake,,5.2,0.1,,reviewed,iscgem,iscgem,140.23,2.4474752100716484,0.47535787507317556,3275.7197265625
487,1970-02-28T10:52:33.580Z,52.487,-174.915,164.1,7.11,mw,,,,,iscgem,iscgem799531,2022-04-26T21:49:42.296Z,"58 km WNW of Atka, Alaska",earthquake,,5.0,0.1,,reviewed,iscgem,iscgem,185.085,3.230342646053705,0.9160709644942637,3298.3173828125
488,1970-01-10T12:07:07.250Z,6.785,126.682,40.0,7.2,mw,,,,,iscgem,iscgem799944,2022-04-26T21:50:18.745Z,"38 km SE of Lukatan, Philippines",earthquake,,5.2,0.43,,reviewed,iscgem,iscgem,126.682,2.2110180030114566,0.11842058974781526,3540.388916015625
489,1969-11-22T23:09:40.400Z,57.65,163.554,35.0,7.44,mw,,,,,iscgem,iscgem802552,2022-04-26T21:52:55.497Z,"171 km NNE of Ust’-Kamchatsk Staryy, Russia",earthquake,,3.9,0.45,,reviewed,iscgem,iscgem,163.554,2.8545558048068056,1.006182313774731,1862.518798828125
490,1969-08-14T14:19:04.620Z,43.313,147.647,27.5,7.12,mw,,,,,iscgem,iscgem805782,2022-04-26T22:00:51.846Z,"92 km SE of Shikotan, Russia",earthquake,,3.9,0.46,,reviewed,iscgem,iscgem,147.647,2.5769262806920676,0.7559544589163039,3627.9765625
491,1969-08-11T21:27:36.700Z,43.416,147.814,28.6,8.2,mw,,,,,iscgem,iscgem805430,2022-04-26T21:59:33.447Z,"97 km ESE of Shikotan, Russia",earthquake,,4.6,0.3,,reviewed,iscgem,iscgem,147.814,2.579840980542898,0.7577521480458581,4954.962890625
493,1969-02-11T22:16:13.050Z,-6.784,126.581,430.5,7.22,mw,,,,,iscgem,iscgem812115,2022-04-26T22:12:00.903Z,"187 km N of Baukau, Timor Leste",earthquake,,6.6,0.1,,reviewed,iscgem,iscgem,126.581,2.2092552204669422,-0.11840313645529531,4346.2470703125
495,1969-01-19T18:50:53.820Z,-14.849,167.345,112.9,7.1,mw,,,,,iscgem,iscgem813304,2022-04-26T22:13:43.241Z,"36 km NE of Port-Olry, Vanuatu",earthquake,,5.3,0.3,,reviewed,iscgem,iscgem,167.345,2.9207212367499107,-0.259163940628638,1637.89453125
496,1969-01-05T13:26:43.360Z,-7.97,158.888,60.0,7.04,mw,,,,,iscgem,iscgem812898,2022-04-26T22:13:20.122Z,"79 km WNW of Buala, Solomon Islands",earthquake,,6.2,0.47,,reviewed,iscgem,iscgem,158.888,2.77311874190875,-0.13910274138394804,1238.302490234375
497,1968-10-23T21:04:44.660Z,-3.33,143.286,15.0,7.0,mw,,,,,iscgem,iscgem816232,2022-04-26T22:19:11.204Z,"45 km WNW of Wewak, Papua New Guinea",earthquake,,4.0,0.2,,reviewed,iscgem,iscgem,143.286,2.500812472012595,-0.05811946409141117,1169.74462890625
498,1968-10-07T19:20:20.890Z,26.358,140.635,500.0,7.31,mw,,,,,iscgem,iscgem815709,2022-04-26T22:18:48.734Z,"Bonin Islands, Japan region",earthquake,,6.5,0.1,,reviewed,iscgem,iscgem,140.635,2.454543793542225,0.4600338842406654,2088.07421875
499,1968-08-18T18:38:32.400Z,-10.188,159.914,543.1,7.27,mw,,,,,iscgem,iscgem818136,2022-04-26T22:24:46.879Z,"58 km SSE of Malango, Solomon Islands",earthquake,,7.6,0.1,,reviewed,iscgem,iscgem,159.914,2.791025820034212,-0.17781414419318228,4563.37548828125
500,1968-08-10T02:07:06.390Z,1.514,126.234,23.0,7.61,mw,,,,,iscgem,iscgem817844,2022-04-26T22:23:41.596Z,"140 km E of Laikit, Laikit II (Dimembe), Indonesia",earthquake,,3.9,0.38,,reviewed,iscgem,iscgem,126.234,2.203198927962522,0.02642428487519415,1738.850341796875
502,1968-06-12T13:41:53.250Z,39.503,143.07,32.1,7.0,mw,,,,,iscgem,iscgem820211,2022-04-26T22:28:51.433Z,"96 km E of Yamada, Japan",earthquake,,4.0,0.2,,reviewed,iscgem,iscgem,143.07,2.497042560828287,0.6894574144153199,1360.1490478515625
504,1968-05-20T21:09:46.320Z,44.822,150.219,28.3,7.04,mw,,,,,iscgem,iscgem822412,2022-04-26T22:33:32.551Z,"189 km ESE of Kuril’sk, Russia",earthquake,,4.6,0.2,,reviewed,iscgem,iscgem,150.219,2.6218161490533616,0.7822914773288984,3092.061767578125
505,1968-05-16T10:39:02.530Z,41.508,142.888,25.0,7.9,mw,,,,,iscgem,iscgem822083,2022-04-26T22:32:21.054Z,"101 km SSE of Shizunai-furukawach?, Japan",earthquake,,4.0,0.35,,reviewed,iscgem,iscgem,142.888,2.4938660615896575,0.7244512659178063,1241.949951171875
506,1968-05-16T00:49:02.070Z,40.86,143.435,29.9,8.2,mw,,,,,iscgem,iscgem821946,2022-04-26T22:32:14.789Z,"168 km ENE of Hachinohe, Japan",earthquake,,12.2,0.3,,reviewed,iscgem,iscgem,143.435,2.5034130125980667,0.713141532364883,1865.9342041015625
507,1968-04-01T00:42:07.090Z,32.449,132.269,34.2,7.5,mw,,,,,iscgem,iscgem823387,2022-04-26T22:34:30.268Z,"58 km ESE of Nobeoka, Japan",earthquake,,4.5,0.2,,reviewed,iscgem,iscgem,132.269,2.30852954832038,0.56634188897964,1365.7591552734375
508,1968-02-12T05:44:45.540Z,-5.42,153.368,30.0,7.3,mw,,,,,iscgem,iscgem826088,2022-04-26T22:38:28.480Z,"170 km SE of Kokopo, Papua New Guinea",earthquake,,5.0,0.4,,reviewed,iscgem,iscgem,153.368,2.676776567198663,-0.09459684545809266,3631.779296875
