,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,corrected_lons,long_rad,lat_rad,ocean_depth
853,1918-08-15T12:18:24.830Z,5.538,123.994,20.0,8.3,mw,,,,,iscgem,iscgem913230,2022-04-25T23:56:13.515Z,"75 km SSW of Malisbeng, Philippines",earthquake,,25.0,0.4,,reviewed,iscgem,iscgem,123.994,2.164103552717849,0.09665633397544597,4576.01513671875
854,1918-07-03T06:52:08.120Z,-3.094,143.573,15.0,7.58,mw,,,,,iscgem,iscgem913192,2022-04-25T23:55:54.435Z,"50 km N of Wewak, Papua New Guinea",earthquake,,5.6,0.2,,reviewed,iscgem,iscgem,143.573,2.505821566965819,-0.05400048705670455,1797.7266845703125
856,1917-12-29T22:50:39.880Z,15.533,-96.755,20.0,7.18,mw,,,,,iscgem,iscgem913745,2022-04-26T00:01:19.900Z,"31 km S of San Francisco Cozoaltepec, Mexico",earthquake,,11.2,0.3,,reviewed,iscgem,iscgem,263.245,4.594491989412473,0.2711019927122792,2721.06298828125
859,1917-07-29T14:32:23.400Z,41.208,143.747,15.0,7.11,mw,,,,,iscgem,iscgem913585,2022-04-25T23:59:39.027Z,"169 km SE of Shizunai-furukawach?, Japan",earthquake,,12.2,0.26,,reviewed,iscgem,iscgem,143.747,2.508858439864289,0.7192152781618233,3986.58447265625
860,1917-07-04T00:38:27.730Z,25.157,126.432,35.0,7.32,mw,,,,,iscgem,iscgem913557,2022-04-25T23:59:18.526Z,"120 km ENE of Hirara, Japan",earthquake,,21.5,0.37,,reviewed,iscgem,iscgem,126.432,2.206654679881471,0.43907247992421344,1607.328857421875
861,1917-06-26T05:49:44.390Z,-14.996,-173.27,15.0,8.0,mw,,,,,iscgem,iscgem913548,2022-04-25T23:59:12.746Z,"120 km NNE of Hihifo, Tonga",earthquake,,17.6,0.3,,reviewed,iscgem,iscgem,186.73,3.2590533122490113,-0.26172957462906965,4538.12646484375
863,1917-05-09T15:54:52.130Z,10.913,144.408,15.0,7.13,mw,,,,,iscgem,iscgem913497,2022-04-25T23:58:32.707Z,"261 km S of Merizo Village, Guam",earthquake,,25.0,0.52,,reviewed,iscgem,iscgem,144.408,2.520395066219971,0.1904677812701412,3713.14990234375
864,1917-02-20T19:29:49.950Z,19.496,-78.144,15.0,7.05,mw,,,,,iscgem,iscgem913414,2022-04-25T23:58:07.797Z,"84 km SW of Niquero, Cuba",earthquake,,11.9,0.2,,reviewed,iscgem,iscgem,281.856,4.919315216501137,0.3402693909688145,5479.07666015625
866,1916-10-31T15:31:01.100Z,49.831,157.886,15.0,7.36,mw,,,,,iscgem,iscgem913864,2022-04-26T00:03:06.498Z,"156 km SE of Severo-Kuril’sk, Russia",earthquake,,25.0,0.27,,reviewed,iscgem,iscgem,157.886,2.755630542803767,0.8697150195612944,3816.818603515625
868,1916-04-21T11:31:20.170Z,33.7,141.759,15.0,7.01,mw,,,,,iscgem,iscgem913790,2022-04-26T00:02:22.150Z,"208 km SE of Katsuura, Japan",earthquake,,34.3,0.2,,reviewed,iscgem,iscgem,141.759,2.4741612943346416,0.5881759579220891,7175.46728515625
869,1916-02-27T20:21:02.640Z,9.451,-87.336,15.0,7.26,mw,,,,,iscgem,iscgem913768,2022-04-26T00:02:05.539Z,"204 km WSW of Sámara, Costa Rica",earthquake,,25.0,0.47,,reviewed,iscgem,iscgem,272.664,4.758884551657818,0.1649510676059841,3146.976318359375
870,1916-02-06T21:51:35.740Z,50.785,179.032,15.0,7.05,mw,,,,,iscgem,iscgem913761,2022-04-26T00:01:51.004Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,10.2,0.33,,reviewed,iscgem,iscgem,179.032,3.1246978664304885,0.8863654606253202,3998.351318359375
871,1916-02-01T07:36:31.910Z,29.51,131.875,15.0,7.41,mw,,,,,iscgem,iscgem913758,2022-04-26T00:01:39.572Z,"152 km ESE of Koshima, Japan",earthquake,,16.7,0.36,,reviewed,iscgem,iscgem,131.875,2.301652951067522,0.5150466622635267,5390.46337890625
874,1916-01-01T13:20:48.920Z,-4.756,152.626,35.0,7.96,mw,,,,,iscgem,iscgem913746,2022-04-26T00:01:25.319Z,"60 km SE of Kokopo, Papua New Guinea",earthquake,,15.6,0.38,,reviewed,iscgem,iscgem,152.626,2.6638262241488655,-0.08300785922485032,1506.39599609375
875,1915-11-01T07:23:53.600Z,38.66,143.004,30.0,7.6,mw,,,,,iscgem,iscgem913949,2022-05-09T22:48:38.023Z,"119 km SE of Kamaishi, Japan",earthquake,,13.3,0.69,,reviewed,iscgem,iscgem,143.004,2.4958906435219705,0.6747442888210077,1441.896240234375
877,1915-07-31T01:31:31.990Z,54.05,162.089,20.0,7.34,mw,,,,,iscgem,iscgem913925,2022-04-26T00:05:03.571Z,"233 km SE of Atlasovo, Russia",earthquake,,4.7,0.59,,reviewed,iscgem,iscgem,162.089,2.828986731265089,0.943350460702935,2916.904052734375
878,1915-05-01T05:00:10.260Z,48.392,155.0,30.0,7.83,mw,,,,,iscgem,iscgem913898,2022-04-26T00:03:58.342Z,"266 km SSW of Severo-Kuril’sk, Russia",earthquake,,14.5,0.3,,reviewed,iscgem,iscgem,155.0,2.705260340591211,0.844599731625096,1270.6214599609375
879,1915-02-28T18:59:11.100Z,23.582,123.668,20.0,7.21,mw,,,,,iscgem,iscgem913884,2022-04-26T00:03:41.223Z,"98 km SSW of Ishigaki, Japan",earthquake,,7.1,0.57,,reviewed,iscgem,iscgem,123.668,2.1584137793563474,0.4115835442053028,2878.630615234375
880,1914-10-23T06:18:45.560Z,4.206,128.022,35.0,7.48,mw,,,,,iscgem,iscgem914014,2022-04-26T00:07:41.555Z,"273 km N of Tobelo, Indonesia",earthquake,,31.1,0.34,,reviewed,iscgem,iscgem,128.022,2.2344054149881805,0.0734085483388815,4765.4951171875
882,1914-04-11T16:30:18.700Z,-11.3,162.725,15.0,7.29,mw,,,,,iscgem,iscgem913978,2022-04-26T00:06:42.890Z,"128 km SE of Kirakira, Solomon Islands",earthquake,,9.1,0.2,,reviewed,iscgem,iscgem,162.725,2.840087025307773,-0.19722220547535924,6145.7939453125
885,1913-08-06T22:14:36.950Z,-16.534,-73.738,25.0,7.73,mw,,,,,iscgem,iscgem914088,2022-04-26T00:09:38.063Z,"37 km SSW of Atico, Peru",earthquake,,13.3,0.25,,reviewed,iscgem,iscgem,286.262,4.996214423344007,-0.2885727385247424,1464.1123046875
886,1913-08-01T17:11:03.940Z,48.108,156.059,15.0,7.03,mw,,,,,iscgem,iscgem914087,2022-04-26T00:09:36.723Z,"285 km S of Severo-Kuril’sk, Russia",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem,156.059,2.7237433773698307,0.8396429965494321,5839.59130859375
887,1913-06-26T04:57:18.290Z,-20.68,-173.808,25.0,7.79,mw,,,,,iscgem,iscgem914078,2022-04-26T00:09:16.499Z,"111 km SSE of Pangai, Tonga",earthquake,,10.9,0.39,,reviewed,iscgem,iscgem,186.192,3.2496634408732823,-0.3609340893124273,6203.69580078125
888,1913-06-22T13:49:52.000Z,48.0,-178.0,,7.2,uk,,,,,ushis,ushis549,2018-06-04T20:43:44.000Z,south of the Aleutian Islands,earthquake,,,,,reviewed,ushis,dda,182.0,3.1764992386296798,0.8377580409572781,5418.572265625
890,1913-05-18T02:08:55.310Z,14.257,147.09,15.0,7.04,mw,,,,,iscgem,iscgem914068,2022-04-26T00:08:58.208Z,"176 km ESE of San Jose Village, Northern Mariana Islands",earthquake,,17.2,0.21,,reviewed,iscgem,iscgem,147.09,2.5672047967584595,0.24883159145683156,7255.42138671875
891,1913-04-25T17:56:33.930Z,9.265,126.843,15.0,7.19,mw,,,,,iscgem,iscgem914060,2022-04-26T00:08:33.279Z,"70 km ENE of La Paz, Philippines",earthquake,,11.8,0.48,,reviewed,iscgem,iscgem,126.843,2.2138279831071674,0.16170475519727465,7517.466796875
893,1913-03-14T08:45:05.370Z,5.544,125.891,15.0,7.88,mw,,,,,iscgem,iscgem914043,2022-04-26T00:08:12.063Z,"47 km ESE of Kalbay, Philippines",earthquake,,14.7,0.33,,reviewed,iscgem,iscgem,125.891,2.197212448628181,0.09676105373056564,2898.99951171875
895,1912-09-29T20:51:23.750Z,7.301,136.855,15.0,7.64,mw,,,,,iscgem,iscgem16958211,2022-04-25T20:34:18.739Z,"245 km E of Melekeok Village, Palau",earthquake,,16.8,0.53,,reviewed,iscgem,iscgem,136.855,2.3885703478168394,0.127426488688106,5702.4560546875
896,1912-08-17T19:11:56.320Z,3.568,125.973,35.0,7.49,mw,,,,,iscgem,iscgem16958206,2022-04-25T20:34:15.783Z,"210 km SSE of Sarangani, Philippines",earthquake,,30.6,0.2,,reviewed,iscgem,iscgem,125.973,2.198643618614817,0.06227334771115768,1546.80517578125
899,1911-12-16T19:14:27.110Z,16.932,-100.665,30.0,7.51,mw,,,,,iscgem,iscgem16958175,2022-04-25T20:33:42.878Z,"25 km S of Tetitlán, Mexico",earthquake,,11.2,0.3,,reviewed,iscgem,iscgem,259.335,4.526249615659494,0.29551914894767983,3027.69873046875
900,1911-09-17T03:26:00.000Z,51.0,180.0,,7.1,ms,,,,,ushis,ushis523,2018-06-04T20:43:44.000Z,"253 km WSW of Adak, Alaska",earthquake,,,,,reviewed,ushis,abe,180.0,3.141592653589793,0.890117918517108,1753.1317138671875
901,1911-08-16T22:41:17.170Z,7.273,137.021,15.0,7.83,mw,,,,,iscgem,iscgem16958156,2022-04-25T20:33:12.203Z,"State of Yap, Federated States of Micronesia",earthquake,,16.8,0.53,,reviewed,iscgem,iscgem,137.021,2.39146759437515,0.12693779649754758,5702.4560546875
902,1911-07-12T04:07:38.110Z,8.488,127.029,15.0,7.7,mw,,,,,iscgem,iscgem16958154,2022-04-25T20:33:10.784Z,"74 km ENE of Barcelona, Philippines",earthquake,,5.0,0.32,,reviewed,iscgem,iscgem,127.029,2.217074295515877,0.14814354690927867,7326.40234375
906,1910-12-16T14:44:55.850Z,4.668,126.017,15.0,7.61,mw,,,,,iscgem,iscgem16958127,2022-04-25T20:32:15.623Z,"101 km SE of Sarangani, Philippines",earthquake,,43.9,0.2,,reviewed,iscgem,iscgem,126.017,2.199411563485694,0.0814719694830953,1381.7784423828125
908,1910-11-26T04:41:19.090Z,-14.532,167.057,35.0,7.18,mw,,,,,iscgem,iscgem914215,2022-04-26T00:10:22.309Z,"56 km N of Port-Olry, Vanuatu",earthquake,,25.0,0.63,,reviewed,iscgem,iscgem,167.057,2.915694688504167,-0.253631246899816,1282.558349609375
909,1910-11-09T06:01:59.950Z,-16.273,167.013,20.0,7.41,mw,,,,,iscgem,iscgem16958113,2022-04-25T20:31:55.317Z,"47 km WSW of Norsup, Vanuatu",earthquake,,16.6,0.3,,reviewed,iscgem,iscgem,167.013,2.9149267436332895,-0.2840174291770372,2662.713134765625
910,1910-09-09T01:13:18.000Z,50.75,179.38,,7.0,ms,,,,,ushis,ushis511,2018-06-04T20:43:44.000Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,ushis,abe,179.38,3.130771612227428,0.8857545953871222,4116.3603515625
911,1910-09-09T01:13:16.980Z,50.978,-176.351,35.0,7.02,mw,,,,,iscgem,iscgem16958107,2022-04-25T20:31:48.510Z,"101 km S of Adak, Alaska",earthquake,,10.8,0.2,,reviewed,iscgem,iscgem,183.649,3.205279717995066,0.8897339460816694,4780.564453125
912,1910-06-16T06:30:42.940Z,-19.601,169.547,100.0,7.84,mw,,,,,iscgem,iscgem16958089,2022-04-25T20:31:19.754Z,"28 km ESE of Isangel, Vanuatu",earthquake,,58.0,0.2,,reviewed,iscgem,iscgem,169.547,2.959153386878826,-0.3421019866834085,1175.5687255859375
913,1910-05-22T06:24:02.100Z,43.418,150.109,15.0,7.15,mw,,,,,iscgem,iscgem16958084,2022-04-25T20:31:16.043Z,"268 km SE of Kuril’sk, Russia",earthquake,,30.2,0.62,,reviewed,iscgem,iscgem,150.109,2.619896286876168,0.757787054630898,6258.8154296875
915,1909-12-09T23:28:45.020Z,12.408,144.951,15.0,7.01,mw,,,,,iscgem,iscgem16958060,2022-04-25T20:30:47.427Z,"98 km SSE of Inarajan Village, Guam",earthquake,,13.9,0.45,,reviewed,iscgem,iscgem,144.951,2.5298722040583,0.2165604535874564,7648.63427734375
917,1909-10-31T10:23:21.770Z,16.643,-100.966,10.0,7.07,mw,,,,,iscgem,iscgem16958056,2022-04-25T20:30:36.321Z,"66 km SSW of Nuxco, Mexico",earthquake,,13.8,0.43,,reviewed,iscgem,iscgem,259.034,4.520996174610991,0.29047514740941627,3027.69873046875
919,1909-04-27T12:42:53.920Z,-3.315,144.171,15.0,7.06,mw,,,,,iscgem,iscgem16958028,2022-04-25T20:30:02.075Z,"65 km ENE of Wewak, Papua New Guinea",earthquake,,12.3,0.35,,reviewed,iscgem,iscgem,144.171,2.516258635892745,-0.057857664703612026,1862.778076171875
920,1909-04-10T19:36:00.000Z,52.0,175.0,,7.0,ms,,,,,ushis,ushis484,2018-06-04T20:43:44.000Z,"155 km SE of Attu Station, Alaska",earthquake,,,,,reviewed,ushis,abe,175.0,3.0543261909900763,0.9075712110370514,1693.1246337890625
921,1909-04-10T19:34:51.730Z,52.244,170.919,35.0,7.01,mw,,,,,iscgemsup,iscgemsup16958020,2022-05-09T15:12:50.619Z,"167 km WSW of Attu Station, Alaska",earthquake,,11.1,0.58,,reviewed,iscgemsup,iscgemsup,170.919,2.9830993042161884,0.9118298144119176,5726.31689453125
922,1909-03-13T14:28:59.850Z,35.267,142.387,15.0,7.11,mw,,,,,iscgem,iscgem16958018,2022-04-25T20:29:51.529Z,"150 km ESE of Hasaki, Japan",earthquake,,35.3,0.2,,reviewed,iscgem,iscgem,142.387,2.485121962037166,0.6155252673008402,7107.39208984375
923,1909-03-12T23:18:38.820Z,35.897,141.719,15.0,7.03,mw,,,,,iscgem,iscgem609601749,2022-04-25T20:36:17.091Z,"82 km ENE of Hasaki, Japan",earthquake,,12.4,0.21,,reviewed,iscgem,iscgem,141.719,2.4734631626338435,0.6265208415884044,2216.30224609375
925,1908-05-05T06:17:47.170Z,0.513,125.487,35.0,7.26,mw,,,,,iscgem,iscgem16957992,2022-04-25T20:29:37.212Z,"108 km SE of Tondano, Indonesia",earthquake,,13.2,0.23,,reviewed,iscgem,iscgem,125.487,2.1901613184501243,0.00895353906273091,2130.771728515625
926,1908-03-27T03:47:23.710Z,16.79,-100.054,25.0,7.18,mw,,,,,iscgem,iscgem16957988,2022-04-25T20:29:34.887Z,"15 km SSW of Colonia Luces en el Mar, Mexico",earthquake,,8.2,0.3,,reviewed,iscgem,iscgem,259.946,4.53691357738918,0.2930407814098479,1632.4033203125
931,1907-10-11T14:27:45.660Z,-16.149,168.892,15.0,7.1,mw,,,,,iscgem,iscgem16957972,2022-04-25T20:29:14.524Z,"157 km E of Lakatoro, Vanuatu",earthquake,,25.0,0.38,,reviewed,iscgem,iscgem,168.892,2.947721480278263,-0.28185322090456427,2555.775390625
932,1907-09-02T16:01:30.840Z,51.505,172.814,15.0,7.37,mw,,,,,iscgem,iscgem16957971,2022-04-25T20:29:12.840Z,"151 km S of Attu Station, Alaska",earthquake,,25.0,0.23,,reviewed,iscgem,iscgem,172.814,3.0161732935414807,0.8989318312396795,6468.77734375
933,1907-09-02T16:01:00.000Z,52.59,169.73,,7.4,ms,,,,,ushis,ushis467,2018-06-04T20:43:44.000Z,"235 km W of Attu Station, Alaska",earthquake,,,,,reviewed,ushis,abe,169.73,2.962347339409975,0.917868653623818,4688.1865234375
935,1907-07-01T13:08:48.750Z,11.663,-87.847,15.0,7.17,mw,,,,,iscgem,iscgem610548690,2022-04-25T20:41:24.964Z,"116 km SW of Corinto, Nicaragua",earthquake,,14.3,0.38,,reviewed,iscgem,iscgem,272.153,4.749965919180128,0.20355775066009865,2525.56640625
936,1907-05-25T14:02:06.980Z,51.086,150.453,550.0,7.65,mw,,,,,iscgem,iscgem914265,2022-04-26T00:10:27.503Z,Sea of Okhotsk,earthquake,,18.6,0.3,,reviewed,iscgem,iscgem,150.453,2.6259002195030283,0.8916189016738231,1339.5758056640625
941,1907-01-02T11:56:08.850Z,-19.071,-173.306,30.0,7.3,mw,,,,,iscgem,iscgem16957942,2022-04-25T20:28:13.529Z,"85 km ESE of Neiafu, Tonga",earthquake,,18.5,0.5,,reviewed,iscgem,iscgem,186.694,3.2584249937182936,-0.3328517416478386,5282.78271484375
944,1906-12-19T01:14:38.660Z,-19.229,-173.156,35.0,7.23,mw,,,,,iscgem,iscgem16957934,2022-04-25T20:27:59.816Z,"108 km SE of Neiafu, Tonga",earthquake,,13.8,0.57,,reviewed,iscgem,iscgem,186.844,3.261042987596285,-0.3356093618659896,5282.78271484375
947,1906-09-07T18:52:28.120Z,34.745,142.542,15.0,7.29,mw,,,,,iscgem,iscgem16957919,2022-04-25T20:27:39.573Z,"190 km SE of Hasaki, Japan",earthquake,,9.9,0.27,,reviewed,iscgem,iscgem,142.542,2.4878272223777573,0.6064146486054297,7405.15087890625
948,1906-08-26T06:01:09.800Z,-2.489,144.187,15.0,7.13,mw,,,,,iscgem,iscgem16957916,2022-04-25T20:27:20.973Z,"132 km NNE of Wewak, Papua New Guinea",earthquake,,25.0,0.48,,reviewed,iscgem,iscgem,144.187,2.516537888573064,-0.04344124508213886,1612.46728515625
950,1906-06-19T11:22:36.500Z,19.008,122.582,15.0,7.09,mw,,,,,iscgem,iscgem16957908,2022-04-25T20:25:06.057Z,"71 km NE of San Vicente, Philippines",earthquake,,25.0,0.3,,reviewed,iscgem,iscgem,122.582,2.139459503679689,0.33175218421908215,2569.9501953125
953,1906-04-14T03:57:36.430Z,-22.291,171.324,35.0,7.12,mw,,,,,iscgemsup,iscgemsup610548636,2022-05-09T15:24:03.478Z,southeast of the Loyalty Islands,earthquake,,36.1,0.72,,reviewed,iscgemsup,iscgemsup,171.324,2.990167887686765,-0.389051343562056,2674.538330078125
955,1906-02-19T01:59:55.630Z,-9.899,160.04,15.0,7.3,mw,,,,,iscgem,iscgem16957885,2022-04-25T20:24:43.757Z,"41 km ESE of Malango, Solomon Islands",earthquake,,12.6,0.25,,reviewed,iscgem,iscgem,160.04,2.793224934891725,-0.17277014265491866,1763.7362060546875
957,1906-01-21T13:49:33.570Z,34.175,138.025,300.0,7.4,mw,,,,,iscgem,iscgem16957883,2022-04-25T20:24:35.887Z,"50 km SSW of ?yama, Japan",earthquake,,25.0,0.3,,reviewed,iscgem,iscgem,138.025,2.408990700065173,0.596466271869062,2791.052490234375
958,1905-09-29T11:52:08.890Z,-8.277,127.465,35.0,7.16,mw,,,,,iscgem,iscgem16957874,2022-04-25T20:24:25.349Z,"58 km ENE of Lospalos, Timor Leste",earthquake,,25.0,0.38,,reviewed,iscgem,iscgem,127.465,2.2246839310545723,-0.14446090218757063,1038.591064453125
959,1905-09-15T06:02:20.960Z,55.751,163.952,15.0,7.84,mw,,,,,iscgem,iscgem16957872,2022-04-25T20:24:19.950Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,,12.1,0.46,,reviewed,iscgem,iscgem,163.952,2.861502215229743,0.9730385112793586,3493.6171875
960,1905-09-15T06:02:00.000Z,52.06,-171.45,,7.4,ms,,,,,ushis,ushis441,2018-06-04T20:43:44.000Z,"188 km E of Atka, Alaska",earthquake,,,,,reviewed,ushis,abe,188.55,3.2908183046353088,0.9086184085882479,2574.801513671875
961,1905-07-06T16:20:46.930Z,38.417,144.119,15.0,7.67,mw,,,,,iscgem,iscgem914292,2022-04-26T00:10:30.983Z,"217 km ESE of Kamaishi, Japan",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem,144.119,2.515351064681708,0.6705031387386615,6486.759765625
962,1905-05-18T13:45:27.220Z,-2.282,149.949,15.0,7.15,mw,,,,,iscgem,iscgem16957851,2022-04-25T20:23:53.053Z,"99 km WNW of Kavieng, Papua New Guinea",earthquake,,25.0,0.2,,reviewed,iscgem,iscgem,149.949,2.617103760072977,-0.0398284135305106,1020.3406372070312
963,1905-03-22T03:38:44.300Z,51.145,-179.859,35.0,7.18,mw,,,,,iscgem,iscgem16957847,2022-04-25T20:23:42.155Z,"238 km WSW of Adak, Alaska",earthquake,,11.8,0.32,,reviewed,iscgem,iscgem,180.141,3.144053567835105,0.8926486459324999,1753.1317138671875
964,1905-03-22T03:38:00.000Z,51.28,174.83,,7.0,ms,,,,,ushis,ushis434,2018-06-04T20:43:44.000Z,"207 km SSE of Attu Station, Alaska",earthquake,,,,,reviewed,ushis,abe,174.83,3.051359131261686,0.8950048404226922,5703.61767578125
965,1905-03-04T23:17:22.030Z,-4.635,149.105,15.0,7.01,mw,,,,,iscgem,iscgem16957840,2022-04-25T20:23:28.950Z,"152 km NW of Kimbe, Papua New Guinea",earthquake,,25.0,0.6,,reviewed,iscgem,iscgem,149.105,2.602373181186145,-0.08089601082993716,1263.36669921875
966,1905-02-19T04:34:55.800Z,-14.123,169.457,15.0,7.33,mw,,,,,iscgem,iscgem16957838,2022-04-25T20:23:22.986Z,"207 km E of Sola, Vanuatu",earthquake,,25.0,0.54,,reviewed,iscgem,iscgem,169.457,2.9575825905520308,-0.24649285025915912,3398.861083984375
968,1905-02-14T08:46:00.000Z,50.73,-178.55,,7.3,ms,,,,,ushis,ushis433,2018-06-04T20:43:44.000Z,"184 km SW of Adak, Alaska",earthquake,,,,,reviewed,ushis,abe,181.45,3.1668999277437107,0.8854055295367234,4271.44775390625
969,1905-02-13T05:23:40.300Z,-17.221,162.523,15.0,7.0,mw,,,,,iscgemsup,iscgemsup610548595,2022-05-09T15:22:43.420Z,New Caledonia,earthquake,,25.0,0.2,,reviewed,iscgemsup,iscgemsup,162.523,2.836561460218744,-0.30056315048594345,4130.0107421875
970,1905-01-13T13:20:39.320Z,-3.586,149.551,15.0,7.42,mw,,,,,iscgemsup,iscgemsup16957833,2022-05-09T15:10:04.661Z,"177 km SW of Kavieng, Papua New Guinea",earthquake,,25.0,0.49,,reviewed,iscgemsup,iscgemsup,149.551,2.6101573496500396,-0.06258750697651665,2315.5810546875
972,1904-06-25T21:00:38.720Z,52.763,160.277,30.0,7.7,mw,,,,,iscgem,iscgem16957819,2022-04-25T20:22:48.406Z,"115 km ESE of Petropavlovsk-Kamchatsky, Russia",earthquake,,10.3,0.4,,reviewed,iscgem,iscgem,160.277,2.797361365218951,0.920888073229768,1888.5343017578125
973,1904-06-25T14:45:39.140Z,51.424,161.638,15.0,7.5,mw,,,,,iscgem,iscgem16957820,2022-05-09T22:48:24.972Z,"274 km SE of Petropavlovsk-Kamchatsky, Russia",earthquake,,25.0,0.4,,reviewed,iscgem,iscgem,161.638,2.8211152963385944,0.897518114545564,5608.00341796875
974,1903-01-17T16:05:00.000Z,50.85,-175.16,,7.0,ms,,,,,ushis,ushis411,2018-06-04T20:43:44.000Z,"153 km SE of Adak, Alaska",earthquake,,,,,reviewed,ushis,abe,184.84,3.2260665893863187,0.8874999246391166,5612.3349609375
975,1902-01-01T05:20:30.000Z,52.38,-167.45,,7.0,ms,,,,,ushis,ushis400,2018-06-04T20:43:44.000Z,"113 km ESE of Nikolski, Alaska",earthquake,,,,,reviewed,ushis,abe,192.55,3.3606314747150816,0.9142034621946299,3456.373779296875
976,1901-12-31T09:02:30.000Z,51.45,-171.02,,7.1,ms,,,,,ushis,ushis399,2018-06-04T20:43:44.000Z,"221 km SW of Nikolski, Alaska",earthquake,,,,,reviewed,ushis,abe,188.98,3.2983232204188835,0.8979719001510825,4732.7294921875
977,1901-12-30T22:34:00.000Z,52.0,-160.0,,7.0,ms,,,,,ushis,ushis397,2018-06-04T20:43:44.000Z,south of Alaska,earthquake,,,,,reviewed,ushis,abe,200.0,3.490658503988659,0.9075712110370514,4631.3017578125
979,1899-09-23T12:50:00.000Z,59.0,-143.0,,7.0,ms,,,,,ushis,ushis378,2021-10-03T21:58:12.466Z,"The 1899 Yakutat Bay Earthquakes, Alaska (Strong Aftershock)",earthquake,,,,,reviewed,ushis,abe,217.0,3.787364476827695,1.0297442586766543,3309.541015625
984,1899-04-16T13:40:00.000Z,41.0,-125.8,,7.0,ms,,,,,cdmg,cdmg18990416134000000,2021-09-07T23:19:51.976Z,"West of Trinidad, California",earthquake,,,,,reviewed,cdmg,cdmg,234.2,4.0875611081707195,0.715584993317675,3094.7568359375
985,1898-06-29T18:36:00.000Z,52.0,172.0,,7.6,ms,,,,,ushis,ushis344,2021-09-03T23:38:37.606Z,"South of Attu Island, Alaska",earthquake,,,,,reviewed,ushis,abe,172.0,3.0019663134302466,0.9075712110370514,5947.904296875
989,1878-05-09T04:25:00.000Z,40.4,-125.2,,7.0,mw,,,,,cdmg,cdmg18780509042500000,2021-01-31T08:31:27.605Z,"West of Cape Mendocino, California",earthquake,,,,,reviewed,cdmg,cdmg,234.8,4.098033083682686,0.7051130178057091,2472.92724609375
995,1823-06-02T08:30:00.000Z,19.25,-155.0,,7.0,mfa,,,,,ushis,ushis18230602083000000,2021-08-07T23:59:16.086Z,"Island of Hawai`i, Hawaii",earthquake,,,,,reviewed,ushis,official,205.0,3.5779249665883754,0.33597588100890846,2196.446044921875
